21667	200
2500	200
2500	200
2500	200
2500	200
2500	200
2500	200
2500	200
24167	200
5000	200
5000	200
5000	200
26667	200
2857	200
2857	200
2857	200
2857	200
2857	200
2857	200
24525	200
2857	200
2857	200
2857	200
2857	200
2857	200
2857	200
24525	200
10000	200
31667	200
2857	200
2857	200
2857	200
2857	200
2857	200
2857	200
24525	200
2857	200
2857	200
2857	200
2857	200
2857	200
2857	200
24525	200
41667	200
2857	200
2857	200
2857	200
2857	200
2857	200
2857	200
24525	200
2857	200
2857	200
2857	200
2857	200
2857	200
2857	200
24525	200
2857	200
2857	200
2857	200
2857	200
2857	200
2857	200
24525	200
2857	200
2857	200
2857	200
2857	200
2857	200
2857	200
24525	200
2857	200
2857	200
2857	200
2857	200
2857	200
2857	200
24525	200
10000	200
31667	200
2857	200
2857	200
2857	200
2857	200
2857	200
2857	200
24525	200
2857	200
2857	200
2857	200
2857	200
2857	200
2857	200
24525	200
1666	200
1666	200
1666	200
1666	200
1666	200
1666	200
1666	200
1666	200
1666	200
1666	200
1666	200
23341	200
3333	200
3333	200
3333	200
3333	200
3333	200
25002	200
3333	200
3333	200
3333	200
3333	200
3333	200
25002	200
10000	200
31667	200
2857	200
2857	200
2857	200
2857	200
2857	200
2857	200
24525	200
2857	200
2857	200
2857	200
2857	200
2857	200
2857	200
24525	200
2857	200
2857	200
2857	200
2857	200
2857	200
2857	200
24525	200
2857	200
2857	200
2857	200
2857	200
2857	200
2857	200
24525	200
2857	200
2857	200
2857	200
2857	200
2857	200
2857	200
24525	200
10000	200
31667	200
2857	200
2857	200
2857	200
2857	200
2857	200
2857	200
24525	200
2857	200
2857	200
2857	200
2857	200
2857	200
2857	200
24525	200
10000	200
31667	200
2857	200
2857	200
2857	200
2857	200
2857	200
2857	200
24525	200
2857	200
2857	200
2857	200
2857	200
2857	200
2857	200
24525	200
10000	200
31667	200
2857	200
2857	200
2857	200
2857	200
2857	200
2857	200
24525	200
2857	200
2857	200
2857	200
2857	200
2857	200
2857	200
24525	200
2500	200
2500	200
2500	200
2500	200
2500	200
2500	200
2500	200
24167	200
2857	200
2857	200
2857	200
2857	200
2857	200
2857	200
24525	200
2857	200
2857	200
2857	200
2857	200
2857	200
2857	200
24525	200
10000	200
31667	200
2857	200
2857	200
2857	200
2857	200
2857	200
2857	200
24525	200
2857	200
2857	200
2857	200
2857	200
2857	200
2857	200
24525	200
10000	200
31667	200
2857	200
2857	200
2857	200
2857	200
2857	200
2857	200
24525	200
2857	200
2857	200
2857	200
2857	200
2857	200
2857	200
24525	200
10000	200
31667	200
2857	200
2857	200
2857	200
2857	200
2857	200
2857	200
24525	200
2857	200
2857	200
2857	200
2857	200
2857	200
2857	200
24525	200
2857	200
2857	200
2857	200
2857	200
2857	200
2857	200
24525	200
2857	200
2857	200
2857	200
2857	200
2857	200
2857	200
24525	200
2857	200
2857	200
2857	200
2857	200
2857	200
2857	200
24525	200
10000	200
31667	200
2857	200
2857	200
2857	200
2857	200
2857	200
2857	200
24525	200
2857	200
2857	200
2857	200
2857	200
2857	200
2857	200
24525	200
10000	200
31667	200
2857	200
2857	200
2857	200
2857	200
2857	200
2857	200
24525	200
2857	200
2857	200
2857	200
2857	200
2857	200
2857	200
24525	200
10000	200
31667	200
2857	200
2857	200
2857	200
2857	200
2857	200
2857	200
24525	200
2857	200
2857	200
2857	200
2857	200
2857	200
2857	200
24525	200
2500	200
2500	200
2500	200
2500	200
2500	200
2500	200
2500	200
24167	200
2857	200
2857	200
2857	200
2857	200
2857	200
2857	200
24525	200
2857	200
2857	200
2857	200
2857	200
2857	200
2857	200
24525	200
10000	200
31667	200
2857	200
2857	200
2857	200
2857	200
2857	200
2857	200
24525	200
2857	200
2857	200
2857	200
2857	200
2857	200
2857	200
24525	200
6666	200
6666	200
28335	200
2857	200
2857	200
2857	200
2857	200
2857	200
2857	200
24525	200
2857	200
2857	200
2857	200
2857	200
2857	200
2857	200
24525	200
2857	200
2857	200
2857	200
2857	200
2857	200
2857	200
24525	200
2857	200
2857	200
2857	200
2857	200
2857	200
2857	200
24525	200
2857	200
2857	200
2857	200
2857	200
2857	200
2857	200
24525	200
1333	200
1333	200
1333	200
1333	200
1333	200
1333	200
1333	200
1333	200
1333	200
1333	200
1333	200
1333	200
1333	200
1333	200
23005	200
3333	200
3333	200
3333	200
3333	200
3333	200
25002	200
3333	200
3333	200
3333	200
3333	200
3333	200
25002	200
1538	200
1538	200
1538	200
1538	200
1538	200
1538	200
1538	200
1538	200
1538	200
1538	200
1538	200
1538	200
23211	200
3333	200
3333	200
3333	200
3333	200
3333	200
25002	200
3333	200
3333	200
3333	200
3333	200
3333	200
25002	200
1333	200
1333	200
1333	200
1333	200
1333	200
1333	200
1333	200
1333	200
1333	200
1333	200
1333	200
1333	200
1333	200
1333	200
23005	200
4000	200
4000	200
4000	200
4000	200
25667	200
4000	200
4000	200
4000	200
4000	200
25667	200
1176	200
1176	200
1176	200
1176	200
1176	200
1176	200
1176	200
1176	200
1176	200
1176	200
1176	200
1176	200
1176	200
